equipment_id,equipment_type,operation_hours,temperature_celsius,vibration_mm_s,pressure_bar,current_amp,load_percentage,maintenance_days_since_last,failure_history_count,environment_dust_level,shift,failure_next_7_days
EQ-HAUL-TRUCK-088,haul_truck,7100.5,90.83,5.78,108.6,408.0,67.5,16,1,low,day,0
EQ-DRILL-RIG-040,drill_rig,2340.0,79.45,7.78,242.7,335.24,66.91,48,2,high,day,0
EQ-CONVEYOR-BELT-072,conveyor_belt,5041.3,66.49,5.1,84.03,112.22,60.78,18,1,medium,day,0
EQ-CRUSHER-053,crusher,2387.7,95.92,6.72,197.6,588.16,80.91,82,0,medium,day,1
EQ-CONVEYOR-BELT-139,conveyor_belt,3548.9,76.61,5.56,73.26,173.75,60.63,20,1,high,night,0
EQ-BALL-MILL-096,ball_mill,2129.0,94.85,3.7,195.92,596.39,76.28,36,2,medium,night,0
EQ-EXCAVATOR-132,excavator,5121.9,73.39,4.65,220.65,326.1,75.19,33,0,high,day,0
EQ-CRUSHER-114,crusher,3093.6,91.93,9.51,219.81,474.35,89.37,54,0,high,day,1
EQ-CONVEYOR-BELT-150,conveyor_belt,6091.6,59.06,2.33,104.39,207.05,77.45,24,1,medium,day,0
EQ-BALL-MILL-027,ball_mill,2835.8,87.29,7.0,200.3,561.67,92.13,28,1,medium,day,0
EQ-EXCAVATOR-107,excavator,3217.9,74.65,3.7,258.27,283.55,76.84,47,0,low,day,0
EQ-HAUL-TRUCK-040,haul_truck,5874.5,92.74,5.32,137.4,456.13,88.2,19,1,low,day,1
EQ-DRILL-RIG-110,drill_rig,5330.6,92.61,8.38,208.94,439.29,88.36,26,0,low,day,0
EQ-DRILL-RIG-148,drill_rig,5498.4,77.75,6.44,213.66,319.71,73.89,20,1,low,day,0
EQ-HAUL-TRUCK-112,haul_truck,6597.2,82.28,3.43,164.26,361.4,56.45,58,0,medium,day,0
EQ-CRUSHER-053,crusher,7015.8,92.41,7.77,165.37,506.26,86.72,67,4,low,day,0
EQ-HAUL-TRUCK-124,haul_truck,3445.4,79.96,6.56,155.96,389.27,74.7,31,3,low,day,0
EQ-CONVEYOR-BELT-132,conveyor_belt,5664.6,61.35,3.47,80.54,182.24,62.08,10,1,medium,day,0
EQ-EXCAVATOR-015,excavator,6406.8,76.76,6.43,219.0,455.03,85.07,49,0,medium,day,0
EQ-CONVEYOR-BELT-065,conveyor_belt,4483.6,64.28,1.5,88.76,99.75,61.69,18,1,medium,night,0
EQ-CRUSHER-126,crusher,2006.1,98.49,8.49,194.88,558.27,78.38,50,3,medium,night,1
EQ-HAUL-TRUCK-071,haul_truck,1910.0,88.08,4.23,148.89,407.31,66.82,56,2,medium,night,1
EQ-HAUL-TRUCK-132,haul_truck,4534.1,88.75,3.93,157.78,402.62,80.95,60,1,low,night,0
EQ-DRILL-RIG-057,drill_rig,3664.1,87.28,6.58,222.21,464.15,84.13,5,2,high,day,0
EQ-HAUL-TRUCK-150,haul_truck,4006.6,87.68,3.71,186.94,450.31,80.2,47,3,low,day,0
EQ-HAUL-TRUCK-128,haul_truck,8796.0,76.16,4.0,214.82,503.69,86.85,66,0,low,night,0
EQ-CRUSHER-103,crusher,6617.6,83.7,7.67,172.71,547.16,87.72,41,0,low,night,1
EQ-BALL-MILL-116,ball_mill,3602.1,83.15,8.74,180.04,651.83,95.59,66,1,medium,day,1
EQ-HAUL-TRUCK-122,haul_truck,3763.9,82.45,3.06,171.21,332.61,74.23,86,0,low,day,0
EQ-CRUSHER-113,crusher,10425.1,88.32,7.91,180.75,568.29,81.69,16,1,medium,day,0
EQ-CRUSHER-108,crusher,7357.8,93.0,8.48,150.4,652.0,105.75,46,0,medium,day,1
EQ-HAUL-TRUCK-148,haul_truck,3137.4,70.71,6.31,179.86,328.47,57.65,78,0,low,night,0
EQ-EXCAVATOR-092,excavator,1232.1,88.27,4.48,184.67,335.12,69.87,56,2,medium,day,0
EQ-HAUL-TRUCK-110,haul_truck,3888.8,92.86,3.93,167.57,441.31,92.93,12,3,high,night,0
EQ-HAUL-TRUCK-139,haul_truck,5156.0,90.03,2.62,154.35,352.19,63.75,55,1,high,day,0
EQ-HAUL-TRUCK-148,haul_truck,3809.3,100.69,3.55,131.67,427.99,77.77,40,2,medium,night,0
EQ-HAUL-TRUCK-058,haul_truck,2998.7,84.12,6.38,138.01,525.42,89.52,63,3,medium,day,0
EQ-HAUL-TRUCK-066,haul_truck,3317.0,88.56,4.71,153.99,440.98,66.98,35,2,medium,night,0
EQ-DRILL-RIG-137,drill_rig,2240.9,93.74,6.43,232.65,447.12,71.72,18,3,medium,night,0
EQ-CONVEYOR-BELT-057,conveyor_belt,5087.3,73.04,0.2,100.51,75.47,65.32,24,1,high,night,0
EQ-HAUL-TRUCK-058,haul_truck,6947.6,80.15,4.01,160.55,524.22,65.86,32,2,low,night,0
EQ-DRILL-RIG-149,drill_rig,9841.0,77.47,5.55,240.48,435.6,86.51,23,3,low,night,1
EQ-EXCAVATOR-143,excavator,2070.2,88.09,1.62,235.22,324.83,75.17,55,1,medium,night,0
EQ-HAUL-TRUCK-139,haul_truck,2177.9,73.38,6.5,145.15,443.48,82.26,22,0,medium,day,0
EQ-CRUSHER-113,crusher,5992.6,87.11,6.61,165.62,416.49,72.02,51,0,low,night,1
EQ-CRUSHER-106,crusher,1965.1,85.5,8.36,168.16,570.15,85.04,117,3,medium,day,1
EQ-EXCAVATOR-025,excavator,4273.4,77.81,6.73,205.42,356.26,66.41,16,1,medium,night,1
EQ-EXCAVATOR-005,excavator,2420.5,84.44,5.54,169.36,380.07,82.74,21,3,high,day,0
EQ-HAUL-TRUCK-146,haul_truck,4041.3,94.1,4.49,182.15,366.21,88.76,21,3,medium,day,0
EQ-EXCAVATOR-110,excavator,4388.5,86.38,5.12,231.23,478.79,91.11,24,0,low,night,1
EQ-DRILL-RIG-130,drill_rig,5326.8,76.94,5.45,237.21,441.48,76.76,63,2,low,night,0
EQ-CONVEYOR-BELT-144,conveyor_belt,1552.2,63.92,3.47,114.42,161.74,61.94,40,2,low,day,0
EQ-CRUSHER-149,crusher,6573.1,85.91,7.83,192.37,564.7,98.62,21,1,low,day,0
EQ-EXCAVATOR-111,excavator,5129.0,87.47,5.33,229.19,420.94,81.28,26,1,low,day,0
EQ-BALL-MILL-125,ball_mill,6108.9,85.42,9.85,152.93,643.86,91.77,62,1,medium,day,1
EQ-EXCAVATOR-092,excavator,1227.1,66.41,5.92,225.53,461.83,87.0,17,2,low,day,0
EQ-CRUSHER-022,crusher,3522.1,93.91,6.36,171.1,577.21,82.56,29,0,low,night,0
EQ-DRILL-RIG-056,drill_rig,2353.8,85.91,5.04,241.1,388.55,78.3,20,3,medium,day,0
EQ-BALL-MILL-017,ball_mill,3410.2,92.77,7.21,180.13,517.22,84.35,24,2,medium,day,0
EQ-BALL-MILL-033,ball_mill,4169.4,92.12,6.28,205.4,649.01,82.8,49,0,low,night,1
EQ-CONVEYOR-BELT-146,conveyor_belt,3871.5,66.28,2.78,112.41,91.48,56.73,48,1,medium,day,0
EQ-HAUL-TRUCK-139,haul_truck,5586.6,95.55,3.36,157.26,355.11,58.71,60,2,high,night,0
EQ-HAUL-TRUCK-102,haul_truck,2292.7,91.16,6.16,149.67,334.19,74.24,23,4,medium,night,0
EQ-CRUSHER-059,crusher,7938.2,79.85,7.94,178.15,621.14,92.05,73,2,medium,night,1
EQ-HAUL-TRUCK-094,haul_truck,10896.8,95.39,6.49,180.63,446.03,78.69,31,0,high,day,0
EQ-EXCAVATOR-033,excavator,4290.1,75.35,5.8,241.34,331.77,80.04,20,3,medium,night,1
EQ-BALL-MILL-046,ball_mill,2951.3,89.7,9.39,140.18,621.37,81.78,69,2,medium,night,1
EQ-CRUSHER-123,crusher,3943.2,80.93,9.51,159.25,496.53,66.02,6,4,low,day,0
EQ-CONVEYOR-BELT-025,conveyor_belt,3050.3,78.11,4.76,107.58,204.24,89.24,42,4,medium,night,0
EQ-HAUL-TRUCK-091,haul_truck,5447.8,97.0,5.53,196.19,500.18,80.24,38,0,medium,day,1
EQ-BALL-MILL-029,ball_mill,5721.8,89.61,5.83,184.82,595.86,71.5,30,0,medium,day,0
EQ-HAUL-TRUCK-007,haul_truck,7810.5,86.96,4.56,148.48,451.16,68.09,102,1,low,day,1
EQ-CONVEYOR-BELT-081,conveyor_belt,3840.1,71.1,1.74,98.49,301.44,78.59,54,1,medium,day,0
EQ-HAUL-TRUCK-073,haul_truck,2334.5,87.65,3.16,171.74,346.88,70.98,0,1,low,night,0
EQ-HAUL-TRUCK-108,haul_truck,4843.0,71.97,4.42,122.51,506.54,74.55,66,1,low,night,0
EQ-DRILL-RIG-112,drill_rig,3931.3,73.83,6.53,218.84,501.42,73.19,25,0,high,night,1
EQ-HAUL-TRUCK-028,haul_truck,2419.3,83.21,6.08,170.19,409.09,59.9,53,2,low,night,0
EQ-CONVEYOR-BELT-099,conveyor_belt,10246.2,72.75,0.2,99.37,111.16,78.32,26,1,medium,night,0
EQ-HAUL-TRUCK-019,haul_truck,724.8,75.2,6.61,183.65,374.68,75.26,40,1,medium,night,0
EQ-EXCAVATOR-052,excavator,1405.5,78.0,5.44,221.07,405.64,74.26,34,4,low,day,0
EQ-EXCAVATOR-110,excavator,3393.5,99.0,4.76,188.67,349.0,82.09,42,1,high,night,0
EQ-HAUL-TRUCK-082,haul_truck,5115.5,79.49,8.32,140.23,488.55,81.06,78,0,low,night,0
EQ-CRUSHER-035,crusher,5301.1,104.5,6.12,146.89,541.21,80.38,35,1,high,night,1
EQ-CONVEYOR-BELT-139,conveyor_belt,2052.9,64.43,3.5,47.06,232.39,54.11,3,3,low,night,0
EQ-EXCAVATOR-142,excavator,2390.4,72.44,4.84,214.28,401.2,74.61,37,2,medium,night,0
EQ-CRUSHER-134,crusher,2496.7,78.22,8.14,162.46,501.17,95.81,33,2,low,night,1
EQ-CRUSHER-111,crusher,2358.6,101.21,8.86,200.4,546.04,77.9,25,2,medium,night,0
EQ-BALL-MILL-111,ball_mill,4967.9,74.89,7.8,177.57,578.73,83.62,23,0,low,night,0
EQ-CONVEYOR-BELT-098,conveyor_belt,4504.4,67.36,3.52,77.15,295.22,77.7,5,3,medium,day,0
EQ-DRILL-RIG-082,drill_rig,4809.4,79.62,5.32,261.02,501.88,68.26,13,1,low,night,0
EQ-CONVEYOR-BELT-010,conveyor_belt,5322.0,70.07,2.36,52.72,158.32,63.18,32,0,high,day,0
EQ-DRILL-RIG-099,drill_rig,6590.8,81.68,9.31,226.77,362.63,78.23,3,2,low,night,1
EQ-BALL-MILL-046,ball_mill,6956.0,89.07,4.41,186.31,594.46,84.03,7,1,medium,night,0
EQ-EXCAVATOR-020,excavator,3584.4,73.07,4.33,186.6,345.29,67.1,14,2,medium,day,0
EQ-HAUL-TRUCK-052,haul_truck,8866.8,92.81,4.94,130.15,480.77,77.58,76,0,low,night,0
EQ-CONVEYOR-BELT-068,conveyor_belt,3285.2,63.23,2.46,100.64,126.76,73.45,35,0,low,day,0
EQ-DRILL-RIG-099,drill_rig,2164.7,82.28,5.47,202.48,398.8,81.03,47,1,medium,day,0
EQ-HAUL-TRUCK-076,haul_truck,4334.6,80.42,5.53,144.54,367.24,51.37,18,0,medium,day,0
EQ-CONVEYOR-BELT-128,conveyor_belt,2389.4,67.02,2.63,102.97,201.95,71.87,51,4,medium,day,0
EQ-CRUSHER-123,crusher,7419.8,75.98,7.71,167.18,627.99,88.9,22,2,low,day,1
EQ-BALL-MILL-023,ball_mill,3401.9,94.26,6.5,198.6,638.3,94.91,26,0,low,night,1
EQ-CRUSHER-089,crusher,2980.5,90.47,8.42,216.74,564.61,82.17,64,1,medium,night,0
EQ-DRILL-RIG-114,drill_rig,3899.1,69.88,6.21,266.99,481.73,60.1,9,3,medium,day,0
EQ-DRILL-RIG-097,drill_rig,3928.9,74.95,4.87,202.47,378.16,80.2,14,0,medium,night,0
EQ-HAUL-TRUCK-057,haul_truck,2940.8,85.06,7.37,177.97,435.53,95.5,70,1,medium,day,1
EQ-CONVEYOR-BELT-008,conveyor_belt,2439.2,71.65,1.71,68.29,166.89,64.09,43,1,medium,night,0
EQ-CONVEYOR-BELT-011,conveyor_belt,3606.0,67.34,4.23,75.53,134.42,66.77,2,1,high,night,0
EQ-CRUSHER-108,crusher,4956.9,99.46,5.81,175.89,513.09,90.05,35,3,medium,night,1
EQ-CRUSHER-088,crusher,5666.9,87.25,6.05,181.55,599.8,92.47,46,1,low,night,0
EQ-HAUL-TRUCK-013,haul_truck,3216.8,81.4,3.83,157.49,400.37,77.9,47,1,medium,night,0
EQ-CONVEYOR-BELT-006,conveyor_belt,4411.3,67.19,2.42,121.84,144.97,39.4,12,0,medium,night,0
EQ-HAUL-TRUCK-118,haul_truck,3917.2,79.38,4.38,161.8,392.2,71.67,102,0,low,night,0
EQ-HAUL-TRUCK-130,haul_truck,6190.8,77.22,3.0,163.46,439.13,94.31,7,1,medium,day,0
EQ-HAUL-TRUCK-100,haul_truck,4547.4,88.47,4.06,167.8,543.15,88.22,5,3,medium,day,0
EQ-BALL-MILL-141,ball_mill,2305.6,90.02,6.37,158.44,458.55,69.22,69,2,low,night,0
EQ-DRILL-RIG-056,drill_rig,4263.3,74.09,5.33,254.56,305.9,55.69,47,1,medium,day,0
EQ-BALL-MILL-002,ball_mill,10201.1,87.61,7.23,172.05,582.41,94.62,17,1,low,day,0
EQ-EXCAVATOR-040,excavator,6587.2,80.38,3.41,221.33,240.17,44.23,14,0,medium,day,0
EQ-HAUL-TRUCK-119,haul_truck,3491.9,80.36,4.07,167.27,429.65,64.55,18,0,medium,day,0
EQ-CONVEYOR-BELT-138,conveyor_belt,4467.6,69.83,4.51,121.48,184.91,74.48,14,3,low,night,0
EQ-CONVEYOR-BELT-021,conveyor_belt,4191.1,65.31,1.15,113.95,206.64,76.18,21,2,low,day,0
EQ-CONVEYOR-BELT-080,conveyor_belt,5645.4,73.64,5.23,51.28,191.87,61.17,20,4,low,day,0
EQ-HAUL-TRUCK-092,haul_truck,3072.8,83.96,6.82,168.48,496.73,92.18,127,1,medium,day,1
EQ-CONVEYOR-BELT-009,conveyor_belt,5030.6,72.07,3.03,107.39,97.15,71.5,41,1,medium,night,0
EQ-CRUSHER-117,crusher,10331.6,99.42,7.93,195.36,459.85,67.79,26,1,low,night,1
EQ-BALL-MILL-058,ball_mill,2624.2,107.39,6.9,160.45,522.45,75.83,21,1,high,night,0
EQ-EXCAVATOR-072,excavator,4634.0,71.08,3.71,211.92,401.28,77.6,32,1,medium,night,0
EQ-HAUL-TRUCK-080,haul_truck,4815.4,81.16,4.65,155.47,473.99,74.33,22,0,medium,night,1
EQ-CRUSHER-063,crusher,2522.8,93.23,8.46,191.27,593.32,96.17,13,2,low,night,1
EQ-CRUSHER-134,crusher,3327.7,87.64,8.86,229.1,508.14,73.26,31,0,low,night,0
EQ-CRUSHER-114,crusher,6052.3,84.6,9.05,148.0,542.1,97.78,14,3,high,night,1
EQ-HAUL-TRUCK-149,haul_truck,4036.0,93.09,3.71,132.65,450.33,70.45,15,0,medium,day,0
EQ-HAUL-TRUCK-136,haul_truck,10425.1,92.07,4.7,162.37,433.04,80.56,102,1,high,night,1
EQ-HAUL-TRUCK-147,haul_truck,6049.1,87.82,7.54,175.11,518.77,78.78,33,3,low,day,0
EQ-EXCAVATOR-063,excavator,2652.9,66.97,4.94,238.23,304.47,71.74,13,2,low,night,0
EQ-HAUL-TRUCK-017,haul_truck,4532.8,82.6,2.09,153.0,457.53,85.36,35,1,low,night,1
EQ-BALL-MILL-019,ball_mill,3571.7,91.84,8.89,204.18,560.96,80.6,37,1,medium,night,0
EQ-HAUL-TRUCK-149,haul_truck,2789.5,83.13,2.04,190.65,477.93,74.79,35,0,medium,day,0
EQ-CRUSHER-033,crusher,3005.9,106.2,7.13,191.6,492.5,98.9,95,3,medium,day,1
EQ-HAUL-TRUCK-063,haul_truck,7272.2,99.68,4.87,139.62,487.55,92.69,19,0,high,night,0
EQ-DRILL-RIG-142,drill_rig,1640.9,87.26,7.91,228.07,374.94,72.44,37,1,medium,night,0
EQ-CONVEYOR-BELT-012,conveyor_belt,4478.8,66.11,2.01,84.83,240.76,56.6,4,4,medium,night,0
EQ-EXCAVATOR-036,excavator,2370.8,74.58,4.82,277.38,409.66,79.7,22,1,medium,day,0
EQ-BALL-MILL-086,ball_mill,5434.8,76.81,4.77,199.51,638.67,82.48,21,2,medium,night,1
EQ-CONVEYOR-BELT-140,conveyor_belt,5024.7,74.51,4.27,104.33,141.74,69.66,4,2,medium,night,0
EQ-CONVEYOR-BELT-069,conveyor_belt,5797.0,82.48,3.02,101.61,171.42,67.96,59,3,medium,night,0
EQ-CRUSHER-011,crusher,2077.0,89.95,7.68,172.35,551.88,85.6,26,1,low,day,1
EQ-EXCAVATOR-022,excavator,3664.4,85.9,4.9,195.86,416.88,85.64,22,0,medium,day,0
EQ-HAUL-TRUCK-140,haul_truck,2623.3,93.05,1.95,151.49,480.94,84.8,37,1,high,night,0
EQ-CONVEYOR-BELT-113,conveyor_belt,2432.0,77.63,3.72,119.11,309.94,66.36,30,1,high,day,0
EQ-HAUL-TRUCK-112,haul_truck,4307.2,84.66,2.57,150.78,389.63,64.74,37,0,medium,night,0
EQ-HAUL-TRUCK-006,haul_truck,4145.2,94.63,7.19,154.62,440.89,71.22,113,0,medium,day,0
EQ-BALL-MILL-140,ball_mill,4378.8,80.15,7.65,151.15,509.58,61.79,27,0,low,day,1
EQ-CONVEYOR-BELT-124,conveyor_belt,3563.2,77.76,5.69,117.54,40.0,79.46,12,1,medium,night,0
EQ-HAUL-TRUCK-122,haul_truck,4837.4,84.65,6.62,179.64,425.72,65.31,48,1,high,day,0
EQ-CONVEYOR-BELT-084,conveyor_belt,2616.8,55.68,4.0,140.42,198.61,81.05,85,0,high,day,0
EQ-HAUL-TRUCK-148,haul_truck,1736.4,82.7,1.81,164.87,348.95,70.98,55,0,high,day,0
EQ-HAUL-TRUCK-123,haul_truck,2332.3,79.45,3.12,140.98,379.37,77.82,139,0,high,night,0
EQ-CONVEYOR-BELT-017,conveyor_belt,9887.2,56.78,3.33,59.73,147.59,75.18,34,1,medium,day,0
EQ-BALL-MILL-076,ball_mill,1564.4,94.94,7.13,153.96,531.18,76.03,11,0,medium,night,0
EQ-DRILL-RIG-029,drill_rig,3482.2,88.05,6.63,246.17,236.04,90.62,56,2,medium,night,0
EQ-HAUL-TRUCK-047,haul_truck,6722.8,83.96,4.65,157.49,448.89,76.77,68,0,medium,night,0
EQ-CONVEYOR-BELT-065,conveyor_belt,11598.2,71.88,0.46,81.39,134.61,53.03,42,0,medium,day,0
EQ-CONVEYOR-BELT-070,conveyor_belt,2541.0,66.75,5.31,98.07,114.96,62.93,33,0,medium,day,0
EQ-DRILL-RIG-063,drill_rig,3940.5,94.51,3.49,224.98,469.79,76.12,96,1,high,day,0
EQ-HAUL-TRUCK-003,haul_truck,2324.0,78.2,3.53,161.78,381.92,79.2,15,0,low,day,0
EQ-BALL-MILL-076,ball_mill,9305.7,91.46,8.22,178.68,734.98,81.4,72,2,low,day,1
EQ-CONVEYOR-BELT-018,conveyor_belt,3791.4,70.94,3.72,95.43,211.03,82.96,85,1,medium,day,0
EQ-DRILL-RIG-013,drill_rig,9007.2,82.4,7.72,235.49,420.75,69.96,4,0,high,night,0
EQ-BALL-MILL-111,ball_mill,5222.7,76.51,6.1,152.71,631.25,89.81,41,3,low,day,0
EQ-CONVEYOR-BELT-070,conveyor_belt,6199.5,66.6,4.13,84.44,213.97,69.66,33,2,medium,night,0
EQ-DRILL-RIG-100,drill_rig,4016.7,77.24,6.87,223.94,409.58,84.03,20,3,medium,night,0
EQ-HAUL-TRUCK-118,haul_truck,2052.9,88.11,5.69,121.16,431.59,82.36,34,0,medium,night,0
EQ-BALL-MILL-064,ball_mill,2151.0,86.11,7.82,176.17,552.07,102.26,28,0,medium,night,0
EQ-HAUL-TRUCK-079,haul_truck,3829.6,87.28,3.46,128.33,488.96,70.35,9,0,medium,day,0
EQ-EXCAVATOR-061,excavator,2283.9,64.82,6.05,250.61,392.7,69.6,24,0,low,day,0
EQ-HAUL-TRUCK-109,haul_truck,3051.6,93.8,6.0,166.53,468.67,66.78,68,1,low,day,1
EQ-DRILL-RIG-140,drill_rig,3816.1,88.79,6.16,212.81,411.48,56.16,65,3,medium,night,0
EQ-EXCAVATOR-116,excavator,9977.1,87.83,4.86,170.25,347.51,73.53,91,1,high,day,1
EQ-CONVEYOR-BELT-071,conveyor_belt,6797.0,63.99,5.01,95.19,65.09,70.38,53,2,medium,day,0
EQ-CONVEYOR-BELT-134,conveyor_belt,3029.4,63.97,3.88,74.55,125.78,69.71,84,1,medium,day,0
EQ-CRUSHER-055,crusher,2687.8,105.19,8.9,192.88,655.0,90.83,120,1,high,day,1
EQ-DRILL-RIG-091,drill_rig,2619.2,84.49,7.79,261.85,465.02,66.63,20,2,high,night,0
EQ-CONVEYOR-BELT-023,conveyor_belt,4224.9,70.95,1.56,119.8,194.64,88.9,22,1,high,day,0
EQ-BALL-MILL-123,ball_mill,5207.0,90.52,6.97,190.32,598.21,83.97,34,0,medium,night,0
EQ-CONVEYOR-BELT-037,conveyor_belt,3435.7,63.1,2.44,65.92,170.29,62.17,46,2,low,night,0
EQ-CONVEYOR-BELT-112,conveyor_belt,3328.9,59.37,4.07,91.81,180.51,62.23,43,0,medium,night,0
EQ-CONVEYOR-BELT-013,conveyor_belt,5503.8,65.34,2.27,34.17,157.66,59.77,75,2,high,night,0
EQ-CRUSHER-013,crusher,6614.8,93.61,6.92,209.6,507.3,85.25,75,0,medium,night,1
EQ-CONVEYOR-BELT-112,conveyor_belt,2944.1,61.48,4.92,60.55,255.68,75.29,143,2,medium,day,0
EQ-DRILL-RIG-116,drill_rig,6162.5,85.92,7.9,195.92,366.17,83.06,24,3,low,day,1
EQ-CRUSHER-042,crusher,1697.5,97.53,9.09,193.64,538.57,80.76,37,1,low,day,0
EQ-DRILL-RIG-141,drill_rig,2412.2,86.71,6.84,196.95,478.47,80.84,47,1,medium,day,0
EQ-DRILL-RIG-019,drill_rig,1934.4,81.98,8.57,229.09,393.79,78.52,84,1,high,day,1
EQ-CRUSHER-139,crusher,2904.2,88.32,6.43,171.51,489.19,75.33,54,2,low,night,1
EQ-EXCAVATOR-033,excavator,2229.1,83.72,5.45,237.29,339.93,63.01,12,0,medium,day,0
EQ-BALL-MILL-056,ball_mill,4765.8,79.66,7.2,147.49,598.91,80.57,10,1,low,day,0
EQ-DRILL-RIG-008,drill_rig,5373.9,94.61,7.35,181.67,443.01,80.28,55,1,high,night,0
EQ-CONVEYOR-BELT-143,conveyor_belt,4739.2,63.95,3.2,80.74,163.89,63.08,45,0,medium,day,0
EQ-CONVEYOR-BELT-090,conveyor_belt,6570.9,74.39,4.12,88.5,197.35,63.06,13,2,high,night,0
EQ-HAUL-TRUCK-040,haul_truck,2793.9,89.81,4.76,148.79,504.54,89.25,27,0,medium,night,0
EQ-CONVEYOR-BELT-048,conveyor_belt,1405.2,57.73,4.76,80.51,209.76,69.44,138,2,medium,night,0
EQ-CRUSHER-023,crusher,4781.5,94.38,7.42,172.25,500.81,87.79,21,2,low,day,1
EQ-CONVEYOR-BELT-005,conveyor_belt,3521.4,69.13,2.82,115.83,145.22,77.47,9,1,medium,day,0
EQ-CRUSHER-140,crusher,2621.7,104.43,9.07,197.88,443.63,78.98,14,3,high,day,0
EQ-DRILL-RIG-134,drill_rig,6417.4,75.93,6.15,236.73,433.22,92.94,79,3,medium,day,1
EQ-BALL-MILL-021,ball_mill,5536.8,94.64,8.78,183.9,555.8,83.02,2,0,medium,night,1
EQ-DRILL-RIG-087,drill_rig,4131.8,84.62,7.15,217.62,357.26,78.26,29,4,medium,day,0
EQ-CONVEYOR-BELT-026,conveyor_belt,3691.5,64.61,2.25,64.84,211.8,68.93,44,1,low,night,0
EQ-DRILL-RIG-055,drill_rig,6671.5,82.28,4.42,251.9,342.59,72.28,88,0,high,night,0
EQ-BALL-MILL-069,ball_mill,3031.6,84.55,4.55,183.95,564.02,69.63,58,1,low,night,0
EQ-DRILL-RIG-067,drill_rig,2347.4,72.12,7.55,280.61,459.59,79.43,17,1,medium,night,0
EQ-CRUSHER-035,crusher,5472.7,85.67,7.61,160.2,665.12,92.92,24,0,medium,night,0
EQ-EXCAVATOR-017,excavator,5299.2,89.92,4.37,170.23,304.89,84.3,61,1,medium,day,0
EQ-EXCAVATOR-094,excavator,4101.4,60.7,4.84,196.68,361.72,83.68,23,3,medium,day,0
EQ-CONVEYOR-BELT-122,conveyor_belt,4160.4,76.51,2.75,65.89,130.29,70.2,68,2,high,day,0
EQ-CRUSHER-082,crusher,6187.1,88.04,11.6,174.46,467.52,85.45,92,1,low,day,1
EQ-HAUL-TRUCK-080,haul_truck,3301.4,71.53,6.14,155.97,327.53,79.94,29,1,low,day,0
EQ-CRUSHER-022,crusher,5168.9,88.31,10.22,174.34,590.25,86.83,1,3,medium,night,1
EQ-EXCAVATOR-141,excavator,750.1,86.5,8.46,194.32,436.57,105.86,9,0,high,day,0
EQ-HAUL-TRUCK-136,haul_truck,4246.2,91.88,4.7,103.62,499.27,86.36,29,2,high,night,0
EQ-EXCAVATOR-109,excavator,2328.6,75.4,3.62,246.36,448.07,71.93,59,1,medium,day,0
EQ-CRUSHER-110,crusher,6978.6,84.64,7.2,191.22,560.43,95.56,25,0,medium,night,0
EQ-HAUL-TRUCK-075,haul_truck,1589.4,80.94,3.73,157.46,450.37,85.33,59,0,low,day,0
EQ-DRILL-RIG-041,drill_rig,6046.4,81.56,9.32,217.71,342.63,74.16,28,0,low,night,0
EQ-CRUSHER-038,crusher,3095.7,94.36,7.11,183.31,649.51,83.39,90,2,medium,day,1
EQ-HAUL-TRUCK-015,haul_truck,7533.6,80.57,4.35,168.74,314.77,72.25,2,0,medium,night,0
EQ-HAUL-TRUCK-046,haul_truck,4672.4,95.47,4.66,142.49,526.58,90.31,28,2,medium,night,1
EQ-HAUL-TRUCK-061,haul_truck,4090.3,77.35,4.18,134.86,342.65,85.4,51,2,medium,night,0
EQ-HAUL-TRUCK-013,haul_truck,3841.3,85.97,5.68,158.6,353.08,64.67,20,2,medium,day,0
EQ-EXCAVATOR-050,excavator,1967.5,64.51,7.03,215.11,393.05,62.47,34,1,medium,day,0
EQ-HAUL-TRUCK-096,haul_truck,4727.7,86.88,2.35,157.69,409.32,86.57,22,1,low,night,0
EQ-DRILL-RIG-085,drill_rig,2356.9,82.43,8.0,239.82,401.93,66.32,64,0,medium,day,0
EQ-CRUSHER-019,crusher,4837.1,93.69,10.04,187.69,637.53,97.34,33,0,low,night,1
EQ-CRUSHER-103,crusher,3890.7,77.86,8.48,187.26,480.76,85.31,35,1,medium,day,0
EQ-CONVEYOR-BELT-040,conveyor_belt,3685.9,60.12,3.69,105.17,151.81,70.69,13,0,medium,day,0
EQ-BALL-MILL-109,ball_mill,4254.8,100.68,9.02,171.75,576.24,102.47,48,0,high,night,1
EQ-HAUL-TRUCK-015,haul_truck,5417.0,90.49,5.77,176.42,367.4,71.83,4,2,high,night,0
EQ-EXCAVATOR-063,excavator,6274.7,85.63,4.77,209.46,347.68,56.9,17,0,high,day,0
EQ-EXCAVATOR-065,excavator,3487.4,83.87,5.93,191.21,364.28,68.79,28,0,high,day,0
EQ-CONVEYOR-BELT-092,conveyor_belt,4843.1,71.84,1.26,86.93,229.2,74.95,50,3,low,night,0
EQ-HAUL-TRUCK-111,haul_truck,7912.1,74.91,7.25,122.38,434.87,80.53,69,1,medium,night,0
EQ-EXCAVATOR-039,excavator,4579.9,83.32,7.49,198.86,368.27,73.27,10,1,medium,day,0
