equipment_id,operation_hours,temperature_celsius,vibration_mm_s,pressure_bar,current_amp,load_percentage,maintenance_days_since_last,failure_history_count,failure_next_7_days,high_temperature_flag,high_vibration_flag,maintenance_risk_flag,operational_stress_score,equipment_type_conveyor_belt,equipment_type_crusher,equipment_type_mill,equipment_type_pump,equipment_type_truck,environment_dust_level_high,environment_dust_level_low,environment_dust_level_medium,shift_day,shift_night
CON-16067,6780.7,83.23,4.2,3.78,291.83,69.09,46,1,0,0,0,0,0.4055701063880323,1,0,0,0,0,0,0,1,1,0
CON-16068,861.5,63.84,4.05,3.95,216.87,65.15,25,1,0,0,0,0,0.24428253894176044,1,0,0,0,0,0,1,0,1,0
TRU-16069,7341.3,74.7,8.57,4.83,466.77,77.59,101,1,0,0,1,1,0.5092685624331705,0,0,0,0,1,0,0,1,1,0
TRU-16070,8054.0,75.29,8.45,6.77,625.44,93.57,98,2,0,0,1,1,0.5637711054742665,0,0,0,0,1,0,1,0,1,0
MIL-16071,3553.3,80.53,7.93,7.61,528.52,100.0,153,1,1,0,1,1,0.5447155661925271,0,0,1,0,0,1,0,0,0,1
TRU-16072,4873.3,85.7,8.83,7.27,421.73,67.13,37,0,1,1,1,0,0.46280428276945607,0,0,0,0,1,0,0,1,0,1
TRU-16073,3478.5,91.51,6.96,4.49,406.63,86.17,55,1,0,1,0,0,0.4823198498414687,0,0,0,0,1,1,0,0,0,1
PUM-16074,2072.8,67.9,3.61,10.15,359.1,60.17,63,0,0,0,0,0,0.2803743891888543,0,0,0,1,0,0,1,0,1,0
PUM-16075,6362.6,68.25,5.08,9.81,142.96,64.86,83,1,0,0,0,0,0.36304978297490254,0,0,0,1,0,0,1,0,1,0
PUM-16076,3748.5,73.78,5.24,7.2,314.53,86.17,36,2,1,0,0,0,0.3890786691631911,0,0,0,1,0,0,0,1,1,0
TRU-16077,4039.7,68.52,9.06,5.81,422.58,62.87,20,2,0,0,1,0,0.3857954199804592,0,0,0,0,1,1,0,0,0,1
CON-16078,2657.0,80.87,5.31,5.8,226.21,73.13,58,1,0,0,0,0,0.37227767635715187,1,0,0,0,0,0,1,0,1,0
PUM-16079,2855.7,66.94,6.18,8.78,286.24,57.31,52,2,0,0,0,0,0.31178457428186057,0,0,0,1,0,0,0,1,1,0
CON-16080,8584.8,78.3,5.79,3.33,329.08,70.56,53,1,0,0,0,0,0.44719070749079753,1,0,0,0,0,0,1,0,0,1
MIL-16081,3768.0,68.4,8.58,7.05,614.1,76.09,36,1,0,0,1,0,0.4239586090290287,0,0,1,0,0,0,1,0,0,1
PUM-16082,4589.3,54.41,8.3,9.79,270.97,68.62,103,1,0,0,1,1,0.3737576362884175,0,0,0,1,0,0,1,0,1,0
TRU-16083,1541.5,78.31,6.7,6.4,463.41,82.4,63,0,0,0,0,0,0.41134860973403237,0,0,0,0,1,1,0,0,1,0
PUM-16084,4865.0,76.61,4.75,10.24,328.1,76.04,68,3,0,0,0,1,0.39631195538847014,0,0,0,1,0,0,1,0,1,0
CON-16085,3292.0,58.28,2.76,2.7,250.49,59.45,15,0,0,0,0,0,0.22331689999207607,1,0,0,0,0,0,0,1,1,0
MIL-16086,5099.7,85.63,6.57,6.73,559.38,78.4,100,1,0,1,0,1,0.4909993526462655,0,0,1,0,0,0,0,1,1,0
CRU-16087,1845.9,86.69,7.32,6.85,600.11,89.15,17,2,1,1,0,0,0.45647369634518214,0,1,0,0,0,0,1,0,0,1
CRU-16088,3922.9,75.43,7.61,7.57,578.25,75.7,101,2,1,0,1,1,0.45633557734734354,0,1,0,0,0,0,0,1,0,1
MIL-16089,3600.3,69.24,6.64,6.54,545.35,65.9,31,0,0,0,0,0,0.36429972441725045,0,0,1,0,0,0,0,1,0,1
PUM-16090,3686.7,88.14,2.14,9.7,199.13,60.9,64,1,0,1,0,0,0.33159576262901447,0,0,0,1,0,0,1,0,1,0
TRU-16091,9213.7,68.13,5.37,6.98,357.88,67.02,99,0,1,0,0,1,0.43040807839812845,0,0,0,0,1,0,0,1,1,0
CRU-16092,2986.8,82.8,8.49,7.08,506.34,86.16,57,1,0,0,1,0,0.4808781262465454,0,1,0,0,0,0,0,1,1,0
TRU-16093,6708.8,84.39,7.73,8.16,387.68,65.04,29,1,0,0,1,0,0.4545106038256189,0,0,0,0,1,0,0,1,0,1
CRU-16094,5302.2,90.74,10.42,5.27,415.5,64.24,29,1,1,1,1,0,0.4988090017994412,0,1,0,0,0,1,0,0,1,0
PUM-16095,1812.7,81.27,5.13,10.5,285.46,63.26,47,1,0,0,0,0,0.33754314981363065,0,0,0,1,0,0,1,0,1,0
CON-16096,3225.9,68.29,5.34,4.45,336.75,61.78,61,1,0,0,0,0,0.3247533414800576,1,0,0,0,0,0,0,1,1,0
CON-16097,8555.0,60.1,4.76,4.41,286.34,63.57,40,0,0,0,0,0,0.3499895257405523,1,0,0,0,0,0,1,0,1,0
MIL-16098,10470.6,86.05,7.85,7.79,509.53,84.83,82,2,1,1,1,0,0.5844459417695794,0,0,1,0,0,1,0,0,0,1
PUM-16099,5543.7,67.76,5.99,11.82,376.11,68.64,60,1,0,0,0,0,0.3806059303653449,0,0,0,1,0,0,1,0,0,1
MIL-16100,4212.0,77.77,7.72,6.4,542.02,88.74,18,1,0,0,1,0,0.4607186212647236,0,0,1,0,0,1,0,0,1,0
CON-16101,4218.2,73.85,1.65,5.39,240.45,71.83,24,2,0,0,0,0,0.2966791072551438,1,0,0,0,0,0,1,0,0,1
CON-16102,3625.6,59.3,9.29,3.74,275.59,56.59,40,3,0,0,1,1,0.3394770364441647,1,0,0,0,0,0,1,0,0,1
PUM-16103,8555.7,72.21,7.89,11.79,212.67,68.45,63,2,0,0,1,0,0.452222087859829,0,0,0,1,0,0,0,1,1,0
MIL-16104,3167.4,87.22,6.09,8.02,510.92,63.12,42,0,0,1,0,0,0.4020305579337009,0,0,1,0,0,0,0,1,0,1
PUM-16105,15367.6,72.36,5.99,11.56,325.3,87.0,23,2,0,0,0,0,0.5423779000972101,0,0,0,1,0,1,0,0,0,1
MIL-16106,933.9,80.03,5.99,5.55,495.15,87.98,51,2,1,0,0,0,0.4073512988621696,0,0,1,0,0,0,0,1,0,1
PUM-16107,5004.9,68.86,4.43,8.41,369.7,94.97,47,0,0,0,0,0,0.405139531376264,0,0,0,1,0,0,1,0,0,1
MIL-16108,3814.1,79.56,8.78,4.23,454.01,63.25,58,3,1,0,1,1,0.4318060615639415,0,0,1,0,0,0,0,1,0,1
CON-16109,5512.9,63.24,5.45,3.34,320.49,90.13,50,1,0,0,0,0,0.39725479206384107,1,0,0,0,0,0,1,0,0,1
CRU-16110,6598.3,82.57,9.08,7.58,605.41,79.49,93,2,1,0,1,1,0.5429332545680858,0,1,0,0,0,0,0,1,0,1
TRU-16111,1500.7,75.65,4.98,5.36,385.06,65.39,25,0,0,0,0,0,0.31626057733228113,0,0,0,0,1,0,0,1,0,1
TRU-16112,4240.0,89.97,4.73,6.62,455.66,70.93,107,2,1,1,0,1,0.4435368290500943,0,0,0,0,1,0,0,1,0,1
PUM-16113,3481.5,70.54,8.12,12.55,478.22,89.59,17,1,0,0,1,0,0.4321380175024289,0,0,0,1,0,1,0,0,0,1
PUM-16114,4122.1,61.57,5.02,7.94,351.45,62.77,46,1,0,0,0,0,0.30724091032614387,0,0,0,1,0,0,1,0,0,1
MIL-16115,5283.1,82.87,6.94,9.59,445.07,50.48,51,1,0,0,0,0,0.40001556964231594,0,0,1,0,0,0,0,1,1,0
TRU-16116,5324.3,85.38,5.66,8.0,484.9,82.74,38,1,0,1,0,0,0.45720299253962604,0,0,0,0,1,0,0,1,1,0
TRU-16117,5564.8,67.39,4.81,7.63,491.35,68.21,96,0,1,0,0,1,0.3833872462983054,0,0,0,0,1,0,0,1,1,0
MIL-16118,5826.8,90.41,9.74,6.78,578.64,89.68,106,3,1,1,1,1,0.59401765889787,0,0,1,0,0,0,0,1,1,0
CON-16119,5638.8,64.46,3.67,5.62,288.52,64.82,106,1,0,0,0,1,0.33960118613456824,1,0,0,0,0,1,0,0,1,0
CRU-16120,3983.5,72.83,6.31,7.48,498.04,93.02,28,1,0,0,0,0,0.43080318303403264,0,1,0,0,0,0,0,1,1,0
TRU-16121,1858.9,67.2,5.36,6.67,471.44,78.43,13,0,0,0,0,0,0.3305770202012215,0,0,0,0,1,1,0,0,1,0
PUM-16122,4223.5,64.61,5.34,8.22,412.83,70.62,53,1,0,0,0,0,0.34773020513148895,0,0,0,1,0,0,1,0,1,0
MIL-16123,2239.7,79.71,3.78,7.38,486.11,89.19,74,0,0,0,0,0,0.39994081446387447,0,0,1,0,0,0,0,1,0,1
MIL-16124,3859.8,86.53,7.71,8.38,561.87,96.67,50,1,0,1,1,0,0.5157047242346745,0,0,1,0,0,0,1,0,0,1
CRU-16125,8779.0,94.18,6.06,6.37,503.55,81.82,90,1,1,1,0,1,0.5561355224789674,0,1,0,0,0,0,0,1,0,1
TRU-16126,4678.0,59.77,7.68,6.73,435.47,72.25,64,4,0,0,1,1,0.38516227733628,0,0,0,0,1,0,0,1,0,1
CON-16127,8873.4,69.07,4.69,5.12,313.26,82.28,71,1,0,0,0,0,0.4372873488450748,1,0,0,0,0,0,0,1,1,0
PUM-16128,2540.9,73.42,8.13,8.75,267.4,71.84,45,2,1,0,1,0,0.38662845028104514,0,0,0,1,0,0,0,1,1,0
PUM-16129,5761.5,78.37,4.61,8.0,337.38,58.92,38,0,0,0,0,0,0.36114578463256397,0,0,0,1,0,0,1,0,0,1
MIL-16130,627.2,72.94,9.42,6.36,520.36,95.81,80,2,0,0,1,0,0.46668491845526544,0,0,1,0,0,0,0,1,0,1
CRU-16131,8660.5,86.43,9.24,8.7,517.75,83.84,69,1,0,1,1,0,0.5772886443091242,0,1,0,0,0,1,0,0,1,0
CON-16132,4721.8,49.5,5.08,3.97,288.37,52.61,51,1,0,0,0,0,0.25338999759892517,1,0,0,0,0,0,0,1,1,0
CRU-16133,4784.4,85.86,5.98,7.34,573.34,83.21,72,0,0,1,0,0,0.4783384437151794,0,1,0,0,0,0,1,0,1,0
CON-16134,8221.1,77.75,5.38,4.25,332.05,73.25,81,1,0,0,0,0,0.45226561240633684,1,0,0,0,0,0,0,1,0,1
CRU-16135,1932.0,88.66,9.27,8.71,502.17,79.3,19,3,1,1,1,1,0.4664618743534776,0,1,0,0,0,0,0,1,0,1
PUM-16136,3006.4,72.3,5.79,10.05,269.85,76.45,33,3,0,0,0,1,0.35764175686942495,0,0,0,1,0,0,0,1,1,0
PUM-16137,8430.1,72.22,4.34,8.5,308.16,81.06,16,2,0,0,0,0,0.4098185305170528,0,0,0,1,0,0,0,1,0,1
CON-16138,5256.6,58.48,6.0,4.22,163.15,65.9,42,2,0,0,0,0,0.31956526059506213,1,0,0,0,0,0,0,1,1,0
CRU-16139,3120.6,91.59,6.0,6.87,431.06,97.63,25,0,0,1,0,0,0.4774894771309538,0,1,0,0,0,0,0,1,0,1
MIL-16140,4698.7,91.04,8.76,4.57,411.78,71.98,46,0,1,1,1,0,0.4899124517224553,0,0,1,0,0,1,0,0,1,0
CON-16141,4180.5,58.1,5.07,3.96,221.37,65.21,96,2,0,0,0,1,0.31513457320628613,1,0,0,0,0,0,1,0,1,0
PUM-16142,2618.8,77.76,4.45,10.38,364.81,71.25,28,0,0,0,0,0,0.34162963158271065,0,0,0,1,0,1,0,0,1,0
PUM-16143,7919.5,71.3,6.8,10.1,458.98,90.04,53,1,0,0,0,0,0.4852314156676298,0,0,0,1,0,1,0,0,1,0
PUM-16144,2644.6,74.27,7.63,7.61,336.16,79.77,63,2,0,0,1,0,0.41272196632862557,0,0,0,1,0,0,0,1,1,0
MIL-16145,5487.0,83.73,7.29,7.29,520.39,77.86,39,2,1,0,0,0,0.47190985676685876,0,0,1,0,0,0,0,1,1,0
PUM-16146,5786.5,77.55,5.79,10.09,224.61,76.87,109,1,0,0,0,1,0.4391013212112492,0,0,0,1,0,0,0,1,1,0
MIL-16147,9144.8,86.63,7.5,6.89,589.6,90.15,112,2,1,1,1,1,0.593785791357836,0,0,1,0,0,0,1,0,0,1
CRU-16148,6736.3,83.43,7.9,6.7,585.02,90.15,108,1,1,0,1,1,0.5573004187935653,0,1,0,0,0,0,0,1,1,0
CON-16149,5898.1,58.0,4.01,2.62,256.25,79.48,15,0,0,0,0,0,0.32037765756606473,1,0,0,0,0,0,1,0,0,1
CON-16150,4062.2,61.35,6.45,2.97,331.01,59.82,14,1,0,0,0,0,0.3069262841931226,1,0,0,0,0,0,1,0,1,0
PUM-16151,1955.8,67.8,3.79,8.88,388.74,73.18,57,3,0,0,0,1,0.3098722789548683,0,0,0,1,0,0,0,1,1,0
MIL-16152,1500.6,88.37,4.86,7.48,513.64,89.36,33,1,0,1,0,0,0.41959494881983644,0,0,1,0,0,0,1,0,1,0
TRU-16153,5256.6,85.75,4.92,5.33,485.4,57.67,67,0,0,1,0,0,0.4023331813742101,0,0,0,0,1,1,0,0,0,1
PUM-16154,5287.8,76.48,5.57,11.14,326.94,61.44,33,0,0,0,0,0,0.3670866868688651,0,0,0,1,0,0,1,0,1,0
CRU-16155,5479.8,98.18,6.48,7.67,480.7,76.96,24,2,1,1,0,0,0.49293857648370787,0,1,0,0,0,1,0,0,0,1
CRU-16156,7159.8,97.74,10.37,10.0,474.64,90.8,31,0,0,1,1,0,0.6075698235716557,0,1,0,0,0,0,1,0,0,1
PUM-16157,4670.6,72.62,4.1,10.41,275.34,80.7,143,1,1,0,0,1,0.4091775225479926,0,0,0,1,0,0,0,1,0,1
TRU-16158,6988.7,85.87,6.41,5.26,519.1,94.55,14,1,0,1,0,0,0.5104432033881653,0,0,0,0,1,0,1,0,0,1
PUM-16159,3239.5,69.89,3.92,8.71,372.38,69.94,21,0,0,0,0,0,0.3114421636399286,0,0,0,1,0,1,0,0,1,0
MIL-16160,4641.6,80.5,8.1,6.96,531.02,62.24,71,0,0,0,1,0,0.44324914606234456,0,0,1,0,0,0,1,0,0,1
MIL-16161,4681.1,77.28,6.54,8.35,441.62,64.82,23,0,0,0,0,0,0.3885033717238727,0,0,1,0,0,0,1,0,1,0
CON-16162,2136.8,62.41,3.02,4.22,214.7,69.05,27,1,0,0,0,0,0.24928290564352548,1,0,0,0,0,1,0,0,0,1
PUM-16163,5346.7,62.47,5.51,7.26,236.32,59.34,28,1,0,0,0,0,0.3101567992225783,0,0,0,1,0,0,0,1,0,1
TRU-16164,2192.5,83.36,5.62,6.58,474.37,73.79,30,1,0,0,0,0,0.38623222604923196,0,0,0,0,1,0,0,1,0,1
CRU-16165,7258.3,85.02,8.64,9.94,539.46,71.64,118,1,1,1,1,1,0.5404470674936154,0,1,0,0,0,1,0,0,1,0
MIL-16166,3533.0,79.61,6.7,7.57,559.22,84.09,52,2,0,0,0,0,0.4468024088784903,0,0,1,0,0,0,0,1,0,1
TRU-16167,5705.3,61.56,6.97,6.0,472.7,64.9,26,0,0,0,0,0,0.3631087874720217,0,0,0,0,1,1,0,0,0,1
TRU-16168,4761.7,73.76,4.72,3.75,453.24,81.31,40,2,0,0,0,0,0.394473805130892,0,0,0,0,1,0,1,0,1,0
PUM-16169,2863.4,68.43,5.08,10.07,267.9,69.4,46,0,0,0,0,0,0.32223704339279674,0,0,0,1,0,1,0,0,0,1
TRU-16170,2773.5,70.61,5.77,6.16,480.39,66.67,62,1,0,0,0,0,0.35437051104869866,0,0,0,0,1,0,1,0,0,1
TRU-16171,5174.9,70.48,5.66,4.22,541.45,85.32,41,0,0,0,0,0,0.41991383178084396,0,0,0,0,1,0,0,1,0,1
TRU-16172,2751.3,76.15,5.94,5.37,493.77,72.38,41,2,0,0,0,0,0.3788360673383393,0,0,0,0,1,0,0,1,0,1
MIL-16173,4416.8,68.96,8.29,5.59,532.19,66.08,55,1,0,0,1,0,0.4093776242545573,0,0,1,0,0,0,0,1,1,0
CON-16174,1362.0,70.37,4.5,3.11,246.03,68.48,56,1,0,0,0,0,0.30051533139602665,1,0,0,0,0,0,0,1,1,0
PUM-16175,4388.5,62.21,5.88,8.17,193.26,76.17,34,1,0,0,0,0,0.33975066959164346,0,0,0,1,0,0,0,1,1,0
TRU-16176,5012.7,89.86,6.31,3.89,481.69,84.9,67,2,0,1,0,0,0.4940912375069293,0,0,0,0,1,1,0,0,0,1
CON-16177,6891.6,60.47,2.71,2.8,244.57,60.15,38,0,0,0,0,0,0.2861826048053066,1,0,0,0,0,0,0,1,0,1
TRU-16178,4773.0,83.8,6.75,7.02,342.51,79.78,25,2,0,0,0,0,0.4403291866870941,0,0,0,0,1,0,0,1,1,0
CRU-16179,2280.9,83.96,5.48,6.24,534.2,68.44,65,2,0,0,0,0,0.39401458140356505,0,1,0,0,0,0,1,0,0,1
TRU-16180,5472.6,83.02,7.56,6.11,354.56,58.46,29,2,0,0,1,0,0.414796199084314,0,0,0,0,1,1,0,0,0,1
TRU-16181,1608.8,71.94,6.04,5.93,375.15,52.95,42,1,1,0,0,0,0.30158476660859934,0,0,0,0,1,1,0,0,1,0
TRU-16182,4062.6,74.61,5.73,7.27,482.14,70.88,18,0,0,0,0,0,0.37374912828428475,0,0,0,0,1,0,1,0,1,0
TRU-16183,4797.8,74.11,8.09,4.72,391.79,86.16,67,2,0,0,1,0,0.4668235721127048,0,0,0,0,1,0,0,1,1,0
CRU-16184,2065.0,86.6,7.99,9.41,689.46,98.26,25,1,0,1,1,0,0.49943538944381816,0,1,0,0,0,1,0,0,1,0
MIL-16185,3713.8,85.41,4.33,7.41,619.66,80.1,57,0,0,1,0,0,0.4273374685866588,0,0,1,0,0,0,1,0,0,1
MIL-16186,9945.4,81.06,8.01,7.76,595.57,90.2,57,1,1,0,1,0,0.5722578906055544,0,0,1,0,0,1,0,0,0,1
CRU-16187,4965.3,73.92,5.24,6.93,561.55,75.98,47,0,0,0,0,0,0.4045078299368277,0,1,0,0,0,0,0,1,1,0
PUM-16188,6085.9,79.54,4.39,7.53,249.08,70.14,99,0,0,0,0,1,0.40967695815149346,0,0,0,1,0,0,0,1,1,0
CON-16189,4301.3,71.04,3.25,4.67,258.06,64.3,95,0,0,0,0,1,0.3284274476409549,1,0,0,0,0,1,0,0,0,1
TRU-16190,5650.7,81.51,10.76,4.73,343.54,78.3,62,1,1,0,1,0,0.5198579010730634,0,0,0,0,1,0,0,1,0,1
PUM-16191,8380.3,76.92,8.83,8.92,261.83,67.32,43,1,1,0,1,0,0.47202638098021404,0,0,0,1,0,0,0,1,0,1
PUM-16192,3985.6,62.97,3.57,10.04,278.42,70.37,47,1,0,0,0,0,0.2991524500820778,0,0,0,1,0,1,0,0,1,0
MIL-16193,8277.4,83.13,7.07,9.23,523.21,82.57,29,1,0,0,0,0,0.5087738623193886,0,0,1,0,0,0,1,0,0,1
CON-16194,3422.1,57.67,4.31,4.42,219.69,74.09,34,0,0,0,0,0,0.28577838093289704,1,0,0,0,0,0,0,1,1,0
CON-16195,5758.8,73.2,4.09,4.3,258.32,63.61,39,1,0,0,0,0,0.34208890234726547,1,0,0,0,0,0,0,1,1,0
TRU-16196,9083.1,82.18,6.15,4.72,368.22,78.14,34,0,0,0,0,0,0.4829554970149904,0,0,0,0,1,0,1,0,0,1
MIL-16197,3832.2,90.7,6.26,5.79,503.22,77.56,37,1,0,1,0,0,0.45347381898771355,0,0,1,0,0,0,0,1,1,0
CRU-16198,1742.8,82.68,8.2,5.88,621.02,98.06,40,1,0,0,1,0,0.4874222398432753,0,1,0,0,0,0,0,1,1,0
MIL-16199,2940.0,76.82,6.73,7.15,495.92,89.15,25,3,0,0,0,1,0.4264733527547754,0,0,1,0,0,0,0,1,1,0
MIL-16200,5248.9,79.98,9.44,5.28,445.91,68.97,26,2,1,0,1,0,0.46061458264673255,0,0,1,0,0,1,0,0,1,0
PUM-16201,1935.5,70.92,3.59,8.66,181.24,59.89,52,1,0,0,0,0,0.26991412957746447,0,0,0,1,0,0,0,1,1,0
CRU-16202,3413.4,80.35,8.05,7.84,459.46,69.0,83,2,1,0,1,0,0.4412515306315619,0,1,0,0,0,1,0,0,1,0
CON-16203,2709.5,52.04,6.64,2.94,314.46,77.52,84,2,0,0,0,0,0.3310627754568434,1,0,0,0,0,0,0,1,1,0
CRU-16204,5365.4,81.13,9.27,4.2,604.44,84.07,28,3,0,0,1,1,0.5085677019687486,0,1,0,0,0,0,1,0,1,0
PUM-16205,8554.1,77.77,7.79,7.47,263.84,64.66,47,0,1,0,1,0,0.4564265044689691,0,0,0,1,0,1,0,0,0,1
CRU-16206,4924.1,98.82,9.37,5.34,537.7,89.92,53,1,1,1,1,0,0.5782649635585507,0,1,0,0,0,0,1,0,1,0
TRU-16207,2436.4,87.65,4.63,7.02,335.24,69.19,85,1,0,1,0,0,0.3900841432769136,0,0,0,0,1,0,0,1,0,1
MIL-16208,3889.9,77.88,6.46,4.26,614.33,99.54,19,1,0,0,0,0,0.4666013750798001,0,0,1,0,0,0,0,1,0,1
CRU-16209,4436.8,87.98,9.26,4.85,589.82,80.11,32,0,0,1,1,0,0.5096809685824382,0,1,0,0,0,1,0,0,1,0
CRU-16210,4716.3,89.97,9.35,8.14,445.31,67.68,57,0,1,1,1,0,0.49352189015827047,0,1,0,0,0,0,1,0,1,0
MIL-16211,4291.9,74.73,8.65,4.56,551.27,84.17,21,1,0,0,1,0,0.4586900163955393,0,0,1,0,0,0,0,1,1,0
MIL-16212,1762.8,83.55,9.94,3.24,626.52,95.89,65,1,1,0,1,0,0.5238163650270378,0,0,1,0,0,1,0,0,1,0
MIL-16213,3778.8,93.3,9.12,5.12,499.83,77.66,35,2,0,1,1,0,0.5050640630522658,0,0,1,0,0,0,0,1,1,0
PUM-16214,4862.6,77.52,6.88,8.72,274.22,55.08,201,2,0,0,0,1,0.43795634376978426,0,0,0,1,0,0,1,0,0,1
TRU-16215,6626.6,70.84,7.85,6.4,508.23,67.92,36,2,0,0,1,0,0.43103013807031326,0,0,0,0,1,0,1,0,0,1
CON-16216,2543.3,62.46,5.93,3.45,263.81,72.25,22,2,0,0,0,0,0.3089504567154502,1,0,0,0,0,0,0,1,1,0
PUM-16217,4240.9,76.33,4.6,9.69,200.76,64.58,28,1,0,0,0,0,0.3339136381551993,0,0,0,1,0,0,0,1,1,0
MIL-16218,4907.9,83.96,7.82,5.98,607.04,93.5,13,0,0,0,1,0,0.5035279915062837,0,0,1,0,0,1,0,0,1,0
MIL-16219,5493.2,79.8,7.77,6.24,547.92,74.0,103,3,0,0,1,1,0.48747274274692765,0,0,1,0,0,0,0,1,1,0
CON-16220,3838.4,63.3,5.03,3.08,158.16,66.43,41,0,0,0,0,0,0.30153579552381377,1,0,0,0,0,1,0,0,1,0
TRU-16221,2618.6,93.15,9.61,4.72,586.62,98.12,86,0,1,1,1,0,0.5703618007566235,0,0,0,0,1,0,0,1,1,0
PUM-16222,6095.1,66.56,3.74,9.87,400.72,75.94,54,1,0,0,0,0,0.36393584629760467,0,0,0,1,0,0,0,1,0,1
MIL-16223,6303.7,79.67,7.22,5.57,540.24,90.19,42,0,0,0,0,0,0.49866834440462815,0,0,1,0,0,0,1,0,0,1
MIL-16224,13477.2,88.39,7.88,6.55,576.28,71.48,61,3,1,1,1,1,0.5969689035055272,0,0,1,0,0,0,0,1,1,0
MIL-16225,4404.2,74.42,6.54,6.89,487.4,73.44,36,2,1,0,0,0,0.40387439221506194,0,0,1,0,0,1,0,0,0,1
MIL-16226,1614.0,84.04,8.78,6.42,585.25,64.57,21,0,0,0,1,0,0.41429560073409644,0,0,1,0,0,0,0,1,0,1
TRU-16227,4822.2,72.49,4.97,6.58,492.13,88.97,71,1,0,0,0,0,0.4279606688950635,0,0,0,0,1,1,0,0,0,1
PUM-16228,3450.5,60.95,5.67,9.35,353.52,82.38,44,2,0,0,0,0,0.3498057034808894,0,0,0,1,0,0,1,0,1,0
PUM-16229,3474.5,70.23,5.71,10.4,302.42,76.01,47,2,0,0,0,0,0.3631149516467184,0,0,0,1,0,0,0,1,1,0
PUM-16230,4213.9,67.9,5.78,10.5,347.46,67.76,25,3,0,0,0,1,0.342089560982724,0,0,0,1,0,0,1,0,0,1
CRU-16231,3725.4,94.2,9.68,8.61,475.44,66.6,31,1,0,1,1,0,0.48804387099325586,0,1,0,0,0,0,1,0,0,1
CON-16232,4183.9,81.91,3.93,4.96,272.27,76.19,61,0,1,0,0,0,0.3846298756181246,1,0,0,0,0,0,0,1,1,0
TRU-16233,4764.4,82.44,8.04,7.22,376.71,67.05,44,0,0,0,1,0,0.4383997800269856,0,0,0,0,1,0,0,1,0,1
TRU-16234,4393.5,80.97,7.78,5.74,484.77,80.62,46,2,0,0,1,0,0.46358417155491194,0,0,0,0,1,0,0,1,1,0
PUM-16235,1564.0,57.89,4.29,10.82,340.81,82.82,42,1,0,0,0,0,0.293646563605172,0,0,0,1,0,0,0,1,1,0
PUM-16236,5236.9,69.46,6.15,10.14,321.88,78.69,53,0,0,0,0,0,0.40004560262864447,0,0,0,1,0,0,1,0,0,1
PUM-16237,8878.7,83.81,4.64,11.47,297.01,65.86,62,0,0,0,0,0,0.4410489675631962,0,0,0,1,0,0,1,0,0,1
CRU-16238,2997.8,81.14,7.19,6.34,579.29,90.17,19,1,0,0,0,0,0.4535381373949942,0,1,0,0,0,0,0,1,1,0
TRU-16239,1822.2,87.4,3.85,6.4,486.63,71.54,81,1,0,1,0,0,0.3833945518007043,0,0,0,0,1,1,0,0,0,1
PUM-16240,3677.7,65.46,2.79,11.27,266.93,65.63,18,1,0,0,0,0,0.2672030716633687,0,0,0,1,0,0,1,0,0,1
TRU-16241,3519.9,81.03,7.38,6.47,491.15,85.53,50,2,0,0,0,0,0.459315414236479,0,0,0,0,1,0,1,0,1,0
MIL-16242,1798.5,81.63,6.49,9.25,449.11,90.45,63,1,0,0,0,0,0.4385259555790306,0,0,1,0,0,0,0,1,1,0
PUM-16243,3321.7,56.49,4.9,10.83,337.08,60.1,24,1,0,0,0,0,0.2631523426664414,0,0,0,1,0,0,1,0,0,1
MIL-16244,3564.8,84.73,7.12,5.85,485.26,86.37,67,1,0,0,0,0,0.4758687798278239,0,0,1,0,0,1,0,0,1,0
CON-16245,6284.6,72.79,7.05,5.37,241.81,57.98,30,1,0,0,0,0,0.37672527706176073,1,0,0,0,0,1,0,0,1,0
MIL-16246,1730.3,82.81,5.71,3.8,511.0,80.14,64,3,0,0,0,1,0.4109346906152407,0,0,1,0,0,0,1,0,1,0
MIL-16247,4732.8,83.77,7.36,7.86,365.65,65.47,41,2,0,0,0,0,0.4258795392480885,0,0,1,0,0,0,1,0,0,1
PUM-16248,4768.0,64.0,3.52,9.24,209.63,62.84,80,1,0,0,0,0,0.3038146091945055,0,0,0,1,0,0,0,1,1,0
MIL-16249,6125.5,106.94,8.93,4.96,580.12,69.84,15,1,1,1,1,0,0.5544833257439141,0,0,1,0,0,0,0,1,0,1
TRU-16250,2358.6,86.19,6.79,8.49,449.91,74.33,105,1,0,1,0,1,0.44644063576835025,0,0,0,0,1,0,0,1,0,1
PUM-16251,7309.0,76.37,8.7,8.16,366.87,82.87,18,2,0,0,1,0,0.48604041548959864,0,0,0,1,0,0,1,0,1,0
PUM-16252,3563.9,72.59,4.32,9.79,330.55,83.13,53,1,0,0,0,0,0.37001881713575674,0,0,0,1,0,0,0,1,0,1
CON-16253,3250.2,60.9,3.61,2.39,399.71,75.55,29,0,0,0,0,0,0.2964638321179385,1,0,0,0,0,0,1,0,1,0
CRU-16254,2383.2,94.19,7.27,5.95,550.8,71.4,52,1,0,1,0,0,0.4576443798710271,0,1,0,0,0,0,0,1,1,0
CRU-16255,4681.1,92.17,6.92,6.25,504.3,79.75,49,4,1,1,0,1,0.489268105565172,0,1,0,0,0,0,0,1,1,0
